FID,Name,ID,State,Network,County,Elevation_,Latitude,Longitude,HUC,Date_of_Da,Date_Repor,Value_inch,Percent_NR,Percent__1,Percent_of,Percent__2,Percent__3,Percent__4,Percent__5,Percent__6,Percent__7,POR_Median,Percentile,Maximum_Ra,Minimum_Ra,Records_PO,NRCS_1991_,NRCS_19911,POR_Averag,POR_Medi_1,Minimum_PO,Maximum_PO,Year_of_Mi,Year_of_Ma,Number_of_
521,Lye Brook,2042	,Vermont,SCAN,Bennington,2435,43.049999999999997,-73.033330000000007,020200030202	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,0,0,0, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2016, 2020, 2021, more","2016, 2020, 2021, more",14
522,Lyman Lake,606	,Washington,SNOTEL,Chelan,5980,48.197980000000001,-120.916780000000003,170200090203	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",42.799999999999997,169,179,175,189,71,66,65,67,66,20.199999999999999,79,9,32, ,25.399999999999999,23.899999999999999,24.500000000000000,23,0,65.900000000000006,"2005, 2015, 2019, more",1991,40
523,Lynn Lake,1069	,Washington,SNOTEL,King,3900,47.201720000000002,-121.779719999999998,171100130203	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,71,5,1,Lowest,3.700000000000000,0.000000000000000,3.200000000000000,0,0,35.700000000000003,"2020, 2021, 2022, more",2008,15
524,Lynx Pass,607	,Colorado,SNOTEL,Routt,8919,40.078319999999998,-106.670950000000005,140100011001	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,100,1,1, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2020, 2021, 2022, more","2020, 2021, 2022, more",41
525,MF Nooksack,1011	,Washington,SNOTEL,Whatcom,4970,48.824530000000003,-121.929509999999993,171100040303	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",32.399999999999999,112,109,111,108,49,48,45,48,45,2.500000000000000,68,7,14, ,28.899999999999999,29.600000000000001,29.100000000000001,30,0,75.099999999999994,"2015, 2016, 2019, more",2011,20
526,Madison Butte,608	,Oregon,SNOTEL,Morrow,5150,45.105130000000003,-119.495850000000004,170702041101	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.200000000000000,0,0,0,0,4,4,4,3,4,0.200000000000000,100,1,42,Highest,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.200000000000000,"2019, 2020, 2021, more",2022,42
527,Madison Plateau,609	,Montana,SNOTEL,Gallatin,7750,44.586230000000000,-111.116270000000000,100200070204	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,87,8,1,Lowest,1.000000000000000,0.000000000000000,0.600000000000000,0,0,15.800000000000001,"2020, 2021, 2022, more",2011,55
528,Magic Mountain,610	,Idaho,SNOTEL,Twin Falls,6880,42.180720000000001,-114.286619999999999,170402120601	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,100,1,1, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2020, 2021, 2022, more","2020, 2021, 2022, more",42
529,Mahantango Ck,2028	,Pennsylvania,SCAN,Northumberland,730,40.666670000000003,-76.666669999999996,020503010801	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,0,0,0, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.200000000000000,"2015, 2016, 2018, more",2019,22
530,Mammoth Pass,MHP	,California,Cooperator Snow Sensors,Mono,9300,37.609999999999999,-119.033000000000001,180901020204	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,70,10,1,Lowest,6.800000000000000,0.000000000000000,6.100000000000000,0,0,52.600000000000001,"2020, 2021, 2022, more",1995,31
531,Mammoth-Cottonwood,612	,Utah,SNOTEL,Sanpete,8709,39.683380000000000,-111.318179999999998,160300040203	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,100,1,1, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2020, 2021, 2022, more","2020, 2021, 2022, more",43
532,Mancos,905	,Colorado,SNOTEL,Montezuma,10044,37.431089999999998,-108.170050000000003,140801070102	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,100,1,1, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2020, 2021, 2022, more","2020, 2021, 2022, more",28
533,Many Glacier,613	,Montana,SNOTEL,Glacier,4900,48.796979999999998,-113.670500000000004,090400010201	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,98,2,1,Lowest,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.200000000000000,"2020, 2021, 2022, more",2002,46
534,Marion Forks,614	,Oregon,SNOTEL,Linn,2590,44.593969999999999,-121.973650000000006,170900050205	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,100,1,1, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2020, 2021, 2022, more","2020, 2021, 2022, more",42
535,Marlette Lake,615	,Nevada,SNOTEL,Carson City,7884,39.163950000000000,-119.896720000000002,160501010201	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,91,5,1,Lowest,0.400000000000000,0.000000000000000,0.300000000000000,0,0,7.000000000000000,"2020, 2021, 2022, more",1995,44
536,Marquette,616	,Wyoming,SNOTEL,Park,8760,44.301600000000001,-109.240189999999998,100800130303	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,90,5,1,Lowest,0.300000000000000,0.000000000000000,0.200000000000000,0,0,7.000000000000000,"2020, 2021, 2022, more",1995,42
537,Marten Ridge,999	,Washington,SNOTEL,Whatcom,3520,48.762920000000001,-121.698229999999995,171100051004	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",27.000000000000000,174,300,165,214,43,42,40,41,40,14.400000000000000,80,4,13, ,15.500000000000000,9.000000000000000,16.399999999999999,13,0,56.600000000000001,"2015, 2016, 2019, more",2011,16
538,Mascoma River,2043	,New Hampshire,SCAN,Grafton,1400,43.783329999999999,-72.033330000000007,010801060101	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,0,0,0, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.200000000000000,"2015, 2016, 2020, more",2018,20
539,Maverick Fork,617	,Arizona,SNOTEL,Apache,9220,33.921230000000001,-109.458720000000000,150601010104	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,100,1,1, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2020, 2021, 2022, more","2020, 2021, 2022, more",42
540,May Creek,1096	,Alaska,SNOTEL,Valdez-Cordova,1610,61.347830000000002,-142.709669999999988,190201031603	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.100000000000000,0,0,0,0,1,2,2,2,2,0.100000000000000,100,1,15,Highest,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.100000000000000,"2019, 2020, 2021, more",2022,15
541,Mc Clure Pass,618	,Colorado,SNOTEL,Gunnison,8774,39.128990000000002,-107.288340000000005,140200040203	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.200000000000000,0,0,0,0,1,1,1,1,1,0.200000000000000,100,1,42,Highest,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.200000000000000,"2019, 2020, 2021, more",2022,42
542,McBride Upper,1A02P	,British Columbia,Cooperator Snow Sensors, ,5276,53.299999999999997,-120.316670000000002, ,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,85,3,1,Lowest,0.100000000000000,0.000000000000000,0.300000000000000,0,0,4.100000000000000,"2018, 2020, 2022, more",1976,14
543,McGrath,785	,Alaska,SNOTEL,Yukon-Koyukuk,340,62.946520000000000,-155.610199999999992,190304050502	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,100,1,1, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2020, 2021, 2022","2020, 2021, 2022",3
544,Mccoy Park,1040	,Colorado,SNOTEL,Eagle,9516,39.602310000000003,-106.543999999999997,140100030302	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,100,1,1, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2020, 2021, 2022, more","2020, 2021, 2022, more",20
545,Mckenzie,619	,Oregon,SNOTEL,Lane,4770,44.210299999999997,-121.872919999999993,170900040207	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",6.600000000000000,165,0,165,0,19,15,17,15,17,6.600000000000000,88,6,36, ,4.000000000000000,0.000000000000000,4.000000000000000,0,0,41.600000000000001,"2019, 2020, 2021, more",2008,41
546,Mcknight Cabin,1048	,New Mexico,SNOTEL,Grant,9242,33.007959999999997,-107.869820000000004,130302020103	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,100,1,1, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2020, 2021, 2022, more","2020, 2021, 2022, more",19
547,Mcneil Canyon,1003	,Alaska,SNOTEL,Kenai Peninsula,1320,59.744329999999998,-151.251329999999996,190203010806	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,0,0,0, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2019, 2020, 2021, more","2019, 2020, 2021, more",33
548,Meadow Lake,620	,Idaho,SNOTEL,Lemhi,9150,44.436549999999997,-113.318150000000003,170602040101	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.300000000000000,25,0,25,0,2,2,2,2,2,0.300000000000000,84,7,33, ,1.200000000000000,0.000000000000000,1.200000000000000,0,0,14.500000000000000,"2019, 2020, 2021, more",2011,39
549,Meadow Lake,MDW	,California,Cooperator Snow Sensors,Nevada,7200,39.417000000000002,-120.507999999999996,180201250601	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,59,8,1,Lowest,10.400000000000000,0.000000000000000,9.199999999999999,0,0,58.500000000000000,"2015, 2021, 2022, more",1998,18
550,Meadows Pass,897	,Washington,SNOTEL,King,3230,47.283119999999997,-121.471969999999999,171100120101	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,96,2,1,Lowest,0.400000000000000,0.000000000000000,0.300000000000000,0,0,10.100000000000000,"2020, 2021, 2022, more",2008,29
551,Med Bow,1196	,Wyoming,SNOTEL,Carbon,10512,41.378329999999998,-106.346969999999999,101800040302	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",2.800000000000000,0,0,42,60,8,0,0,7,7,-1.900000000000000,44,6,5, ,0.000000000000000,0.000000000000000,6.700000000000000,5,0,24.899999999999999,"2015, 2018, 2021, more",2019,10
552,Medano Pass,914	,Colorado,SNOTEL,Saguache,9668,37.851920000000000,-105.436660000000003,130100030604	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.200000000000000,0,0,0,0,2,3,3,3,3,0.200000000000000,100,1,27,Highest,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.200000000000000,"2019, 2020, 2021, more",2022,27
553,Medicine Lake,MED	,California,Cooperator Snow Sensors,Siskiyou,6700,41.587000000000003,-121.613000000000000,180200030301	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,87,5,1,Lowest,1.800000000000000,0.000000000000000,1.600000000000000,0,0,18.800000000000001,"2020, 2021, 2022, more",2011,31
554,Merchant Valley,621	,Utah,SNOTEL,Beaver,8705,38.302849999999999,-112.436369999999997,160300070201	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.300000000000000,0,0,0,0,2,2,2,2,2,0.300000000000000,100,1,42,Highest,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.300000000000000,"2019, 2020, 2021, more",2022,42
555,Merritt Mountain,1207	,Nevada,SNOTEL,Elko,6915,41.892699999999998,-115.858000000000004,170501020601	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,0,0,0, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,2021,2021,1
556,Mesa Lakes,622	,Colorado,SNOTEL,Mesa,10168,39.057380000000002,-108.057559999999995,140100051307	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,97,2,1,Lowest,0.400000000000000,0.000000000000000,0.400000000000000,0,0,12.600000000000000,"2020, 2021, 2022, more",1995,36
557,Mica Creek,623	,Idaho,SNOTEL,Shoshone,4510,47.150449999999999,-116.266430000000000,170103040604	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,97,2,1,Lowest,0.100000000000000,0.000000000000000,0.100000000000000,0,0,3.200000000000000,"2020, 2021, 2022, more",2011,32
558,Michigan Creek,937	,Colorado,SNOTEL,Park,10702,39.435789999999997,-105.910719999999998,101900010404	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.100000000000000,0,0,0,0,1,1,1,1,1,0.100000000000000,100,1,24,Highest,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.100000000000000,"2019, 2020, 2021, more",2022,24
559,Middle Boulder 3,MB3	,California,Cooperator Snow Sensors,Siskiyou,6200,41.225000000000001,-122.811000000000007,180102080201	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,100,1,1, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2020, 2021, 2022, more","2020, 2021, 2022, more",24
560,Middle Creek,624	,Colorado,SNOTEL,Mineral,11269,37.617789999999999,-107.039320000000004,130100010501	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,0,0,0, ,0.400000000000000,0.000000000000000,0.300000000000000,0,0,9.100000000000000,"2018, 2020, 2021, more",1995,41
561,Middle Fork Camp,1014	,Colorado,SNOTEL,Grand,8969,39.795650000000002,-106.028019999999998,140100010402	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,0,0,0, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2019, 2020, 2021, more","2019, 2020, 2021, more",20
562,Middle Powder,625	,Wyoming,SNOTEL,Washakie,7760,43.627279999999999,-107.181380000000004,100800080205	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,98,2,1,Lowest,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.100000000000000,"2020, 2021, 2022, more",2000,44
563,Midway Valley,626	,Utah,SNOTEL,Iron,9827,37.569330000000001,-112.838489999999993,160300010101	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,0,0,0, ,2.300000000000000,0.000000000000000,2.300000000000000,0,0,22.800000000000001,"2018, 2020, 2021, more",1995,40
564,Milk Shakes,1079	,Oregon,SNOTEL,Wallowa,5580,45.982100000000003,-117.948830000000001,170701020201	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",8.000000000000000,250,0,242,0,22,18,18,17,17,8.000000000000000,86,3,13, ,3.200000000000000,0.000000000000000,3.300000000000000,0,0,25.500000000000000,"2019, 2020, 2021, more",2011,15
565,Mill Creek Summit,627	,Idaho,SNOTEL,Custer,8800,44.472119999999997,-114.489919999999998,170602010501	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",7.100000000000000,394,0,338,0,26,31,32,32,33,7.100000000000000,88,6,36, ,1.800000000000000,0.000000000000000,2.100000000000000,0,0,16.199999999999999,"2019, 2020, 2021, more",2011,41
566,Mill-D North,628	,Utah,SNOTEL,Salt Lake,8963,40.658830000000002,-111.636830000000003,160202040201	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,91,4,1,Lowest,0.400000000000000,0.000000000000000,0.300000000000000,0,0,9.400000000000000,"2020, 2021, 2022, more",2011,34
567,Miller Woods,1084	,Oregon,SNOTEL,Yamhill,420,45.247549999999997,-123.275630000000007,170900080606	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,100,1,1, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2019, 2020, 2022, more","2019, 2020, 2022, more",15
568,Mineral Creek,629	,Colorado,SNOTEL,San Juan,10046,37.847369999999998,-107.726569999999995,140801040103	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.100000000000000,0,0,0,0,1,1,1,1,1,0.100000000000000,100,1,44,Highest,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.100000000000000,"2019, 2020, 2021, more",2022,44
569,Mining Fork,631	,Utah,SNOTEL,Tooele,8295,40.493839999999999,-112.611410000000006,160203040503	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.100000000000000,0,0,0,0,1,0,1,0,1,0.100000000000000,97,2,33,2nd Highest,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.800000000000000,"2019, 2020, 2021, more",2011,34
570,Mission Creek,2F05P	,British Columbia,Cooperator Snow Sensors, ,5886,49.933329999999998,-118.933329999999998,170200060703	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",7.200000000000000,400,0,379,0,36,31,31,32,33,7.200000000000000,92,4,37, ,1.800000000000000,0.000000000000000,1.900000000000000,0,0,12.600000000000000,"2015, 2017, 2019, more",2011,40
571,Mission Ridge,1C18P	,British Columbia,Cooperator Snow Sensors, ,6070,50.762560000000001,-122.207689999999999, ,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,0,0,0, ,0.100000000000000,0.000000000000000,0.300000000000000,0,0,5.100000000000000,"2016, 2017, 2018, more",1974,32
572,Mitchell Meadow,MTM	,California,Cooperator Snow Sensors,Tulare,9900,36.737000000000002,-118.712000000000003,180300100401	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,68,13,1,Lowest,6.600000000000000,0.000000000000000,8.900000000000000,0,0,50.399999999999999,"2020, 2021, 2022, more",1998,39
573,Molas Lake,632	,Colorado,SNOTEL,San Juan,10631,37.749290000000002,-107.689329999999998,140801040302	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.400000000000000,0,0,0,0,2,2,2,2,2,0.400000000000000,100,1,36,Highest,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.400000000000000,"2019, 2020, 2021, more",2022,36
574,Molson Creek,2A21P	,British Columbia,Cooperator Snow Sensors, ,6332,52.216670000000001,-118.216669999999993,170200190000	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",49.299999999999997,318,304,287,280,78,109,111,110,112,31.699999999999999,100,1,39,Highest,15.500000000000000,16.199999999999999,17.199999999999999,18,0,49.299999999999997,"1993, 1998",2022,39
575,Monahan Flat,1094	,Alaska,SNOTEL,Matanuska-Susitna,2710,63.305329999999998,-147.646330000000006,190205010304	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,0,0,0, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2019, 2020, 2021","2019, 2020, 2021",3
576,Monitor Pass,633	,California,SNOTEL,Alpine,8306,38.668300000000002,-119.608699999999999,160502010201	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,100,1,1, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2020, 2021, 2022, more","2020, 2021, 2022, more",32
577,Monte Cristo,634	,Utah,SNOTEL,Cache,8932,41.465470000000003,-111.496880000000004,160102030201	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.100000000000000,6,0,8,0,0,0,0,0,0,0.100000000000000,86,7,38, ,1.600000000000000,0.000000000000000,1.200000000000000,0,0,33.000000000000000,"2018, 2020, 2021, more",2011,44
578,Monument Creek,949	,Alaska,SNOTEL,Fairbanks North Star,1850,65.078329999999994,-145.870669999999990,190803060402	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.100000000000000,0,0,0,0,1,2,2,2,2,0.100000000000000,100,1,42,Highest,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.100000000000000,"2019, 2020, 2021, more",2022,42
579,Monument Peak,635	,Montana,SNOTEL,Park,8850,45.217590000000001,-110.236999999999995,100700020902	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",6.800000000000000,219,0,200,0,32,28,29,28,30,6.800000000000000,80,9,34, ,3.100000000000000,0.000000000000000,3.400000000000000,0,0,21.000000000000000,"2019, 2020, 2021, more",2011,42
580,Moon Pass,1124	,Colorado,SNOTEL,Saguache,11128,37.966270000000002,-106.558570000000003,130100040201	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,100,1,1, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2020, 2021, 2022, more","2020, 2021, 2022, more",14
581,Moonshine,636	,Idaho,SNOTEL,Lemhi,7440,44.414700000000003,-113.398120000000006,170402170201	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,100,1,1, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2020, 2021, 2022, more","2020, 2021, 2022, more",41
582,Moose Creek,638	,Idaho,SNOTEL,Lemhi,6200,45.670079999999999,-113.953149999999994,170602030601	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,100,1,1, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2020, 2021, 2022, more","2020, 2021, 2022, more",41
583,Moraine,1035	,Alaska,SNOTEL,Anchorage,2100,61.377270000000003,-148.999169999999992,190204010103	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.100000000000000,0,0,0,0,1,1,1,1,1,0.100000000000000,100,1,20,Highest,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.100000000000000,"2019, 2020, 2021, more",2022,20
584,Mores Creek Summit,637	,Idaho,SNOTEL,Boise,6100,43.932000000000002,-115.665880000000001,170501110503	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,100,1,1, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2020, 2021, 2022, more","2020, 2021, 2022, more",41
585,Morgan Creek,639	,Idaho,SNOTEL,Lemhi,7600,44.842370000000003,-114.268709999999999,170602030901	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.100000000000000,0,0,0,0,1,1,1,1,1,0.100000000000000,98,2,40,2nd Highest,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.200000000000000,"2018, 2019, 2021, more",2020,41
586,Mormon Mountain,640	,Arizona,SNOTEL,Coconino,7500,34.941409999999998,-111.518640000000005,150200150201	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,100,1,1, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2020, 2021, 2022, more","2020, 2021, 2022, more",42
587,Mormon Mtn Summit,1125	,Arizona,SNOTEL,Coconino,8462,34.969420000000000,-111.508679999999998,150200150202	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,0,0,0, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2019, 2020, 2021, more","2019, 2020, 2021, more",13
588,Morrissey Ridge,2C09Q	,British Columbia,Cooperator Snow Sensors, ,6102,49.450000000000003,-114.966669999999993,170101060804	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,0,0,0, ,0.700000000000000,0.000000000000000,0.600000000000000,0,0,13.000000000000000,"2014, 2015, 2016, more",2011,27
589,Morse Lake,642	,Washington,SNOTEL,Yakima,5410,46.905850000000001,-121.482699999999994,170300020106	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,0,0,0, ,14.600000000000000,8.800000000000001,11.800000000000001,5,0,67.700000000000003,"2015, 2019, 2020, more",1999,39
590,Mosby Mtn.,643	,Utah,SNOTEL,Uintah,9553,40.607979999999998,-109.888099999999994,140600100702	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.100000000000000,100,0,100,0,1,1,1,1,1,0.100000000000000,98,2,43,2nd Highest,0.100000000000000,0.000000000000000,0.100000000000000,0,0,4.300000000000000,"2019, 2020, 2021, more",1995,44
591,Moscow Mountain,989	,Idaho,SNOTEL,Latah,4700,46.805000000000000,-116.853499999999997,170603061002	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,100,1,1, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2020, 2021, 2022, more","2020, 2021, 2022, more",22
592,Moses Mtn,644	,Washington,SNOTEL,Okanogan,5010,48.361629999999998,-119.081590000000006,170200061903	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,100,1,1, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2020, 2021, 2022, more","2020, 2021, 2022, more",31
